"ZIP","Borough","HousCond","IAO","NoiseResid","ConsumProt","Traffic","UrbInf","NoiseBiz","WaterSyst","NoiseConst","Sani","NoiseTraf","EnvProt","SocServ","Violation","Misdemeanor","Felony","medianInc","jlBenef"
"10010_201804","Manhattan","HousCond_[70,200]","MH","H","H","M","VH","H","L","H","VH","L","L","MH","MH","VH","H",91288,370
"10011_201804","Manhattan","HousCond_[70,200]","H","VH","H","H","VH","H","H","H","VH","H","MH","MH","H","OC","H",95048,750
"10012_201804","Manhattan","HousCond_[70,200]","M","VH","H","M","VH","H","MH","H","VH","M","L","MH","M","VH","M",81996,260
"10013_201804","Manhattan","HousCond_[70,200]","MH","H","H","H","VH","H","H","H","VH","H","L","MH","MH","OC","VH",67638,230
"10014_201804","Manhattan","HousCond_[70,200]","MH","H","H","H","VH","H","MH","H","VH","H","MH","MH","MH","VH","H",100647,440
"10016_201804","Manhattan","HousCond_[70,200]","H","H","H","M","VH","H","MH","H","VH","M","MH","MH","MH","VH","H",81414,640
"10017_201804","Manhattan","HousCond_[0,70]","M","L","H","M","VH","L","M","H","M","VL","L","MH","L","M","ML",99700,230
"10018_201804","Manhattan","HousCond_[0,70]","MH","L","H","M","VH","M","MH","H","H","VL","L","MH","L","M","ML",72713,140
"10019_201804","Manhattan","HousCond_[200,350]","H","H","H","VH","VH","H","H","H","VH","H","MH","MH","MH","VH","H",79183,680
"10020_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"10021_201804","Manhattan","HousCond_[70,200]","H","M","H","M","H","L","M","H","VH","VL","H","MH","L","M","ML",100716,420
"10022_201804","Manhattan","HousCond_[70,200]","MH","M","H","M","VH","H","H","H","VH","M","M","MH","M","VH","VH",115402,340
"10023_201804","Manhattan","HousCond_[70,200]","H","H","H","VH","VH","M","MH","H","VH","M","MH","MH","M","VH","H",102562,890
"10024_201804","Manhattan","HousCond_[200,350]","H","VH","H","H","VH","M","L","H","VH","L","MH","MH","L","M","ML",95411,770
"10025_201804","Manhattan","HousCond_[350,1789]","H","VH","H","H","VH","H","L","H","VH","H","H","MH","L","H","M",60117,1240
"10026_201804","Manhattan","HousCond_[70,200]","MH","VH","M","H","VH","H","L","M","VH","H","L","MH","H","OC","H",37412,630
"10027_201804","Manhattan","HousCond_[350,1789]","H","VH","H","H","VH","M","MH","H","VH","H","MH","MH","H","OC","VH",32967,800
"10028_201804","Manhattan","HousCond_[70,200]","H","H","H","M","VH","M","L","H","VH","L","MH","MH","M","H","M",92288,490
"10029_201804","Manhattan","HousCond_[350,1789]","H","VH","H","VH","VH","H","L","M","VH","H","M","MH","H","OC","VH",27511,1040
"10030_201804","Manhattan","HousCond_[200,350]","M","VH","L","M","M","M","L","M","VH","M","L","M","L","M","ML",27244,430
"10031_201804","Manhattan","HousCond_[350,1789]","H","VH","M","M","H","H","M","M","VH","H","MH","MH","H","VH","H",27613,1050
"10032_201804","Manhattan","HousCond_[350,1789]","MH","VH","M","H","VH","M","M","M","VH","H","M","MH","MH","OC","H",25832,1050
"10033_201804","Manhattan","HousCond_[350,1789]","H","VH","M","H","H","H","M","M","VH","H","MH","MH","L","M","ML",27527,1070
"10034_201804","Manhattan","HousCond_[350,1789]","MH","VH","L","H","VH","H","MH","L","VH","H","M","MH","L","M","M",28945,770
"10035_201804","Manhattan","HousCond_[200,350]","M","VH","M","M","H","H","L","M","VH","M","M","MH","H","OC","VH",28374,500
"10036_201804","Manhattan","HousCond_[70,200]","H","H","H","H","VH","H","H","H","VH","L","M","MH","H","OC","VH",66667,730
"10037_201804","Manhattan","HousCond_[70,200]","L","H","VL","M","M","M","L","M","H","VL","L","MH","MH","VH","M",37682,350
"10038_201804","Manhattan","HousCond_[0,70]","M","M","M","M","H","M","L","H","M","L","L","MH","MH","VH","M",60613,280
"10039_201804","Manhattan","HousCond_[200,350]","M","VH","VL","L","M","M","L","M","VH","VL","L","L","MH","VH","M",27743,480
"10040_201804","Manhattan","HousCond_[350,1789]","M","VH","L","VH","H","H","L","L","VH","H","M","MH","MH","VH","H",29011,870
"10044_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","L","L","VL","L","VL","L","M","ML",59375,100
"10065_201804","Manhattan","HousCond_[70,200]","MH","L","H","L","VH","L","MH","H","VH","M","L","MH","MH","VH","VH",97050,290
"10069_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","L","L","VL","L","VL","L","M","ML",166379,50
"10075_201804","Manhattan","HousCond_[0,70]","MH","M","M","M","H","M","L","H","H","M","L","M","M","H","H",96154,260
"10118_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"10119_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","L","L","M","ML",NA,NA
"10120_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"10121_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","L","L","M","ML",NA,NA
"10128_201804","Manhattan","HousCond_[70,200]","H","H","H","M","VH","M","H","H","VH","H","MH","MH","M","H","M",84479,720
"10280_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","M","L","VL","L","VL","L","M","ML",135088,80
"10281_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"10282_201804","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,40
"10301_201804","Staten Island","HousCond_[70,200]","H","H","L","VH","VH","L","H","M","VH","L","H","M","H","VH","M",41304,450
"10302_201804","Staten Island","HousCond_[0,70]","M","M","VL","H","H","VL","M","L","VH","VL","H","M","L","M","ML",36022,210
"10303_201804","Staten Island","HousCond_[70,200]","MH","M","M","VH","VH","VL","H","VL","VH","VL","H","VL","M","M","ML",31845,310
"10304_201804","Staten Island","HousCond_[200,350]","MH","H","L","VH","VH","M","H","H","VH","H","H","L","MH","VH","M",34163,500
"10305_201804","Staten Island","HousCond_[0,70]","H","M","L","VH","VH","VL","H","M","VH","L","H","M","H","VH","H",42771,590
"10306_201804","Staten Island","HousCond_[0,70]","H","M","L","VH","VH","M","H","L","VH","VL","H","VL","H","VH","M",50248,820
"10307_201804","Staten Island","HousCond_[0,70]","M","L","VL","M","H","VL","L","M","VH","VL","H","VL","M","H","ML",60882,190
"10308_201804","Staten Island","HousCond_[0,70]","H","L","L","H","VH","L","H","M","VH","VL","H","VL","M","M","ML",57995,390
"10309_201804","Staten Island","HousCond_[0,70]","H","L","VL","VH","VH","VL","H","M","VH","VL","H","VL","M","H","M",60216,520
"10310_201804","Staten Island","HousCond_[0,70]","MH","H","L","H","VH","L","H","VL","VH","VL","H","VL","H","VH","M",39592,290
"10312_201804","Staten Island","HousCond_[0,70]","H","L","L","VH","VH","L","H","M","VH","M","H","L","MH","H","M",58992,920
"10314_201804","Staten Island","HousCond_[70,200]","H","H","L","VH","VH","L","H","M","VH","L","H","L","H","OC","H",49663,1160
"10451_201804","Bronx","HousCond_[350,1789]","MH","VH","H","VH","VH","L","M","H","VH","M","M","MH","H","OC","VH",23804,790
"10452_201804","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","H","H","L","VH","H","M","MH","H","OC","H",21194,1230
"10453_201804","Bronx","HousCond_[350,1789]","H","VH","H","VH","VH","M","M","L","VH","H","M","M","H","OC","VH",20189,1270
"10454_201804","Bronx","HousCond_[70,200]","M","H","L","H","VH","L","M","L","VH","L","MH","M","H","OC","VH",20329,510
"10455_201804","Bronx","HousCond_[350,1789]","M","VH","M","VH","VH","M","MH","M","VH","L","M","MH","H","OC","VH",21578,660
"10456_201804","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","L","MH","L","VH","M","M","MH","H","OC","VH",20590,1390
"10457_201804","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","M","M","M","VH","M","M","MH","H","OC","VH",20450,1010
"10458_201804","Bronx","HousCond_[350,1789]","MH","VH","M","VH","VH","M","MH","M","VH","M","M","MH","H","OC","VH",21645,1060
"10459_201804","Bronx","HousCond_[350,1789]","M","VH","L","VH","VH","H","M","L","VH","L","M","L","H","OC","H",21661,800
"10460_201804","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","L","M","M","VH","L","M","M","H","OC","VH",21507,890
"10461_201804","Bronx","HousCond_[200,350]","H","VH","M","VH","VH","H","MH","M","VH","M","H","MH","H","VH","H",38949,710
"10462_201804","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","L","MH","M","VH","L","MH","MH","MH","VH","M",33421,1130
"10463_201804","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","H","H","H","VH","M","H","MH","MH","H","M",40026,1020
"10464_201804","Bronx","HousCond_[0,70]","L","L","VL","M","H","L","MH","VL","M","L","L","VL","M","H","ML",58681,70
"10465_201804","Bronx","HousCond_[70,200]","H","H","L","VH","VH","VL","H","L","VH","VL","H","VL","MH","VH","M",45635,670
"10466_201804","Bronx","HousCond_[350,1789]","H","VH","L","VH","VH","VL","H","M","VH","L","H","MH","H","VH","H",29340,910
"10467_201804","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","M","MH","H","VH","M","H","MH","H","OC","VH",25353,1290
"10468_201804","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","M","M","M","VH","H","MH","MH","MH","VH","H",22045,1130
"10469_201804","Bronx","HousCond_[200,350]","H","H","M","VH","VH","L","H","VL","VH","L","H","VL","H","OC","H",33329,880
"10470_201804","Bronx","HousCond_[70,200]","L","L","VL","VH","H","L","M","L","VH","VL","M","L","L","M","ML",37758,220
"10471_201804","Bronx","HousCond_[70,200]","M","M","VL","H","VH","M","MH","VL","VH","L","MH","M","L","M","ML",65625,230
"10472_201804","Bronx","HousCond_[350,1789]","H","VH","L","VH","VH","H","MH","M","VH","M","MH","MH","H","OC","H",22298,920
"10473_201804","Bronx","HousCond_[70,200]","MH","VH","L","VH","VH","L","M","L","VH","H","MH","M","H","OC","VH",28967,1080
"10474_201804","Bronx","HousCond_[70,200]","M","H","VL","H","VH","L","L","VL","H","VL","M","L","H","VH","H",21471,160
"10475_201804","Bronx","HousCond_[0,70]","L","L","L","H","VH","VL","L","VL","M","VL","L","L","M","H","ML",40404,500
"11004_201804","Queens","HousCond_[0,70]","M","L","VL","L","VH","L","L","L","M","VL","M","VL","L","M","ML",51852,140
"11101_201804","Queens","HousCond_[70,200]","H","H","H","VH","VH","H","H","H","VH","M","MH","MH","H","OC","VH",49617,640
"11102_201804","Queens","HousCond_[70,200]","M","H","M","VH","VH","H","M","M","VH","L","L","M","M","H","M",40583,570
"11103_201804","Queens","HousCond_[70,200]","MH","H","M","VH","VH","H","MH","H","VH","M","MH","L","L","M","ML",41363,670
"11104_201804","Queens","HousCond_[70,200]","MH","H","M","M","H","L","M","M","VH","VL","MH","M","MH","H","M",41799,480
"11105_201804","Queens","HousCond_[70,200]","H","H","M","VH","VH","M","M","M","VH","L","MH","L","L","M","ML",43957,670
"11106_201804","Queens","HousCond_[70,200]","MH","H","M","VH","VH","H","MH","M","VH","L","M","MH","M","M","M",41159,680
"11201_201804","Brooklyn","HousCond_[70,200]","H","VH","H","VH","VH","H","H","H","VH","H","H","MH","H","OC","VH",86525,880
"11203_201804","Brooklyn","HousCond_[350,1789]","H","H","H","VH","VH","M","H","M","VH","L","H","MH","H","OC","VH",31239,1050
"11204_201804","Brooklyn","HousCond_[200,350]","H","H","L","VH","VH","VL","MH","L","VH","L","MH","M","MH","VH","H",24985,770
"11205_201804","Brooklyn","HousCond_[70,200]","H","VH","H","VH","VH","H","MH","M","VH","M","H","M","MH","VH","H",39029,560
"11206_201804","Brooklyn","HousCond_[350,1789]","H","VH","L","VH","VH","H","H","H","VH","M","H","MH","M","H","M",27212,1140
"11207_201804","Brooklyn","HousCond_[350,1789]","H","VH","M","VH","VH","M","H","M","VH","L","H","MH","H","OC","VH",24216,1390
"11208_201804","Brooklyn","HousCond_[350,1789]","H","VH","M","VH","VH","M","H","H","VH","M","H","MH","H","VH","VH",23222,1300
"11209_201804","Brooklyn","HousCond_[350,1789]","H","VH","H","VH","VH","H","H","H","VH","M","H","MH","MH","VH","M",48266,900
"11210_201804","Brooklyn","HousCond_[200,350]","H","H","M","VH","VH","L","H","M","VH","VL","H","MH","MH","H","M",35392,840
"11211_201804","Brooklyn","HousCond_[200,350]","H","VH","M","VH","VH","H","MH","H","VH","H","H","MH","H","OC","VH",45145,900
"11212_201804","Brooklyn","HousCond_[350,1789]","H","VH","H","VH","VH","L","H","M","VH","M","H","MH","M","M","M",23204,1190
"11213_201804","Brooklyn","HousCond_[350,1789]","H","VH","L","VH","VH","M","M","M","VH","M","H","MH","L","M","ML",28542,900
"11214_201804","Brooklyn","HousCond_[200,350]","H","H","H","VH","VH","M","H","M","VH","L","H","MH","H","VH","H",26909,1060
"11215_201804","Brooklyn","HousCond_[200,350]","H","VH","H","VH","VH","H","H","H","VH","M","H","MH","H","VH","H",72729,1030
"11216_201804","Brooklyn","HousCond_[350,1789]","H","VH","L","VH","VH","H","H","H","VH","M","H","MH","H","OC","VH",37515,960
"11217_201804","Brooklyn","HousCond_[70,200]","MH","VH","H","VH","VH","H","H","H","VH","M","H","MH","MH","VH","H",65482,660
"11218_201804","Brooklyn","HousCond_[200,350]","H","VH","M","VH","VH","M","H","H","VH","M","H","MH","L","H","ML",35855,790
"11219_201804","Brooklyn","HousCond_[70,200]","H","M","L","VH","VH","L","H","M","VH","L","H","MH","L","M","ML",20788,500
"11220_201804","Brooklyn","HousCond_[350,1789]","H","VH","H","VH","VH","H","H","M","VH","M","H","MH","H","OC","VH",18653,750
"11221_201804","Brooklyn","HousCond_[350,1789]","H","VH","M","VH","VH","H","M","H","VH","H","H","MH","H","OC","VH",29822,1220
"11222_201804","Brooklyn","HousCond_[70,200]","H","VH","M","VH","VH","H","H","H","VH","M","H","MH","M","H","M",52388,890
"11223_201804","Brooklyn","HousCond_[200,350]","H","H","M","VH","VH","L","H","M","VH","L","H","M","H","VH","H",27886,840
"11224_201804","Brooklyn","HousCond_[70,200]","MH","H","L","H","VH","L","H","M","VH","VL","M","L","H","OC","VH",25000,630
"11225_201804","Brooklyn","HousCond_[350,1789]","H","VH","M","VH","VH","H","MH","H","VH","H","H","MH","MH","H","H",35028,980
"11226_201804","Brooklyn","HousCond_[350,1789]","H","VH","H","VH","VH","M","H","H","VH","H","H","MH","H","OC","VH",29345,1610
"11228_201804","Brooklyn","HousCond_[70,200]","H","L","L","VH","VH","L","H","M","VH","VL","H","L","MH","VH","H",34944,460
"11229_201804","Brooklyn","HousCond_[200,350]","H","H","M","VH","VH","M","H","M","VH","M","H","MH","MH","VH","H",35469,860
"11230_201804","Brooklyn","HousCond_[350,1789]","H","VH","M","VH","VH","M","H","M","VH","L","H","MH","M","H","H",32638,810
"11231_201804","Brooklyn","HousCond_[0,70]","MH","M","M","VH","VH","H","M","H","VH","M","H","L","MH","VH","H",64239,570
"11232_201804","Brooklyn","HousCond_[70,200]","MH","H","L","VH","VH","M","M","M","VH","L","M","L","MH","VH","H",26118,290
"11233_201804","Brooklyn","HousCond_[350,1789]","H","VH","M","VH","VH","M","H","M","VH","M","H","MH","H","OC","VH",29243,1020
"11234_201804","Brooklyn","HousCond_[70,200]","H","H","H","VH","VH","M","H","M","VH","VL","H","M","H","OC","VH",42656,1140
"11235_201804","Brooklyn","HousCond_[350,1789]","H","H","H","VH","VH","H","H","H","VH","L","H","MH","MH","VH","M",32610,930
"11236_201804","Brooklyn","HousCond_[70,200]","H","H","H","VH","VH","M","H","L","VH","M","H","MH","H","OC","VH",33684,1430
"11237_201804","Brooklyn","HousCond_[200,350]","H","VH","M","VH","VH","H","MH","M","VH","H","H","MH","L","M","ML",29449,700
"11238_201804","Brooklyn","HousCond_[200,350]","H","VH","M","VH","VH","H","MH","H","VH","H","H","MH","MH","VH","H",54652,940
"11239_201804","Brooklyn","HousCond_[0,70]","L","L","L","M","M","VL","L","VL","L","VL","L","L","M","H","M",33201,210
"11249_201804","Brooklyn","HousCond_[70,200]","M","H","M","VH","VH","H","MH","H","VH","M","MH","M","H","VH","H",NA,NA
"11354_201804","Queens","HousCond_[70,200]","H","H","H","VH","VH","M","MH","M","VH","VL","MH","MH","M","H","M",21207,470
"11355_201804","Queens","HousCond_[200,350]","H","H","M","VH","VH","L","MH","M","VH","L","H","M","H","OC","H",18226,610
"11356_201804","Queens","HousCond_[0,70]","MH","L","M","VH","VH","L","MH","L","VH","VL","MH","L","M","M","M",27825,300
"11357_201804","Queens","HousCond_[0,70]","H","M","VL","VH","VH","M","H","M","VH","VL","H","VL","M","M","ML",51773,480
"11358_201804","Queens","HousCond_[70,200]","MH","L","L","VH","VH","M","H","M","VH","L","H","L","L","M","ML",34530,340
"11360_201804","Queens","HousCond_[0,70]","H","M","VL","M","H","VL","M","L","VH","VL","MH","VL","M","M","ML",62500,200
"11361_201804","Queens","HousCond_[0,70]","H","L","M","VH","VH","M","H","L","VH","VL","H","L","M","H","M",43186,310
"11362_201804","Queens","HousCond_[0,70]","M","L","VL","M","VH","VL","L","L","VH","VL","MH","VL","L","M","ML",55943,180
"11363_201804","Queens","HousCond_[0,70]","L","L","VL","L","H","L","M","L","VH","VL","MH","VL","L","M","ML",60054,70
"11364_201804","Queens","HousCond_[0,70]","H","L","L","VH","VH","VL","MH","M","VH","L","H","L","L","M","ML",45700,320
"11365_201804","Queens","HousCond_[0,70]","M","M","L","VH","VH","M","MH","L","VH","H","H","VL","M","H","M",36066,540
"11366_201804","Queens","HousCond_[0,70]","MH","M","VL","VH","VH","M","M","L","VH","H","MH","L","M","M","ML",42140,110
"11367_201804","Queens","HousCond_[0,70]","M","H","VL","VH","VH","VL","M","L","VH","VL","MH","L","L","M","ML",34024,410
"11368_201804","Queens","HousCond_[70,200]","H","VH","H","VH","VH","H","M","M","VH","M","H","MH","H","OC","VH",21766,960
"11369_201804","Queens","HousCond_[0,70]","H","H","H","VH","H","VL","M","L","VH","VL","M","L","M","M","M",25786,470
"11370_201804","Queens","HousCond_[0,70]","M","L","L","VH","VH","VL","L","L","VH","VL","M","VL","L","H","M",30188,340
"11371_201804","Queens","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"11372_201804","Queens","HousCond_[200,350]","H","VH","H","VH","VH","H","M","H","VH","M","MH","M","H","VH","H",29831,860
"11373_201804","Queens","HousCond_[350,1789]","MH","VH","L","VH","VH","M","MH","M","VH","M","MH","MH","H","OC","VH",23224,950
"11374_201804","Queens","HousCond_[70,200]","H","M","H","VH","VH","L","MH","M","VH","VL","MH","MH","M","H","M",43027,550
"11375_201804","Queens","HousCond_[70,200]","H","H","H","VH","VH","M","H","H","VH","L","H","MH","M","H","M",62500,900
"11377_201804","Queens","HousCond_[200,350]","H","VH","M","VH","VH","H","H","M","VH","M","H","MH","MH","VH","H",28957,1020
"11378_201804","Queens","HousCond_[0,70]","H","M","M","VH","VH","L","H","VL","VH","L","H","M","M","M","M",37998,490
"11379_201804","Queens","HousCond_[0,70]","H","M","L","VH","VH","VL","H","M","VH","L","H","L","MH","VH","H",48155,510
"11385_201804","Queens","HousCond_[350,1789]","H","VH","H","VH","VH","H","H","H","VH","H","H","MH","H","VH","H",34316,1510
"11411_201804","Queens","HousCond_[0,70]","MH","L","VL","H","VH","VL","MH","VL","VH","M","MH","VL","L","M","M",40439,250
"11412_201804","Queens","HousCond_[0,70]","H","L","L","VH","VH","L","H","L","VH","L","H","M","M","H","ML",34364,490
"11413_201804","Queens","HousCond_[70,200]","H","L","L","VH","VH","L","H","VL","VH","VL","H","L","L","M","ML",37739,540
"11414_201804","Queens","HousCond_[0,70]","H","L","VL","VH","VH","VL","H","L","VH","VL","MH","VL","MH","H","M",51316,420
"11415_201804","Queens","HousCond_[70,200]","M","M","L","H","H","M","L","VL","VH","VL","L","L","L","M","ML",48223,250
"11416_201804","Queens","HousCond_[0,70]","MH","M","L","VH","H","L","MH","VL","VH","L","L","L","MH","VH","H",25627,390
"11417_201804","Queens","HousCond_[70,200]","H","H","L","VH","VH","M","MH","VL","VH","VL","M","L","L","M","ML",32097,500
"11418_201804","Queens","HousCond_[70,200]","H","H","M","VH","VH","L","MH","M","VH","L","MH","M","MH","H","H",28899,470
"11419_201804","Queens","HousCond_[70,200]","H","VH","L","VH","VH","M","MH","L","VH","M","M","L","H","VH","H",24665,500
"11420_201804","Queens","HousCond_[70,200]","H","H","M","VH","VH","L","H","M","VH","L","H","L","MH","H","M",30934,570
"11421_201804","Queens","HousCond_[70,200]","MH","H","L","VH","VH","M","MH","L","VH","L","H","L","M","H","M",29402,610
"11422_201804","Queens","HousCond_[0,70]","M","L","L","VH","VH","M","H","L","VH","VL","MH","VL","MH","H","H",38027,410
"11423_201804","Queens","HousCond_[70,200]","H","M","VL","VH","H","L","H","L","VH","L","M","L","M","H","M",32596,320
"11426_201804","Queens","HousCond_[0,70]","H","L","VL","M","VH","VL","M","VL","VH","VL","MH","VL","M","M","ML",45254,180
"11427_201804","Queens","HousCond_[0,70]","MH","M","VL","H","VH","L","MH","VL","VH","VL","MH","L","M","M","ML",40603,250
"11428_201804","Queens","HousCond_[0,70]","M","M","VL","H","H","VL","H","L","VH","VL","H","L","M","H","M",35606,240
"11429_201804","Queens","HousCond_[0,70]","M","L","VL","VH","VH","VL","H","L","VH","VL","MH","L","MH","H","M",33661,330
"11430_201804","Queens","HousCond_[0,70]","L","L","H","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",43750,0
"11432_201804","Queens","HousCond_[200,350]","H","H","M","VH","VH","H","H","M","VH","H","H","MH","M","H","M",27580,540
"11433_201804","Queens","HousCond_[70,200]","MH","M","L","VH","VH","L","H","VL","VH","L","MH","M","H","VH","VH",26359,440
"11434_201804","Queens","HousCond_[70,200]","H","M","M","VH","VH","L","H","VL","VH","L","H","MH","H","OC","VH",34441,820
"11435_201804","Queens","HousCond_[70,200]","MH","VH","M","VH","VH","M","H","M","VH","L","MH","MH","MH","H","M",29996,640
"11436_201804","Queens","HousCond_[0,70]","MH","M","VL","VH","H","VL","MH","VL","VH","L","M","VL","L","M","ML",31273,240
"11691_201804","Queens","HousCond_[200,350]","H","H","L","VH","VH","VL","H","L","VH","VL","M","MH","H","VH","VH",26100,590
"11692_201804","Queens","HousCond_[0,70]","L","M","VL","L","H","VL","L","L","VH","VL","L","VL","M","H","M",27872,280
"11693_201804","Queens","HousCond_[0,70]","M","M","VL","M","H","VL","M","L","H","VL","L","L","L","H","M",36364,230
"11694_201804","Queens","HousCond_[70,200]","H","M","VL","M","VH","L","MH","M","VH","VL","M","VL","M","M","ML",52621,240
"99999_201804","99999","HousCond_[350,1789]","H","L","L","L","VH","VL","L","L","VH","VL","L","MH","L","M","ML",NA,NA
